"BM","Dataset","centroid"
"O=S(=O)(C[C@H]1CC[C@H](Nc2ncnc3[nH]ccc23)CC1)N1CC[C@H](COCc2cccnc2)C1","Preclinic & Market","True"
"O=C1CC/C(=N\NC(=O)c2ccc3ccccc3c2)[C@H](C(=O)CCC(=O)Nc2ccccc2)C1","Preclinic & Market","True"
"O=c1cc(NCC2(CNCc3cn(Cc4ccccc4)c4ccccc34)CCCCC2)[nH]c2ccccc12","Preclinic & Market","True"
"O=S(=O)(NC[C@H]1CC[C@H](CNc2cc(-c3ccccn3)nc(NC3CC3)n2)CC1)c1ccccc1","Preclinic & Market","True"
"O=C(Nc1nc2ccc(NC(=O)[C@@H]3CCC[C@H](NCc4ccc5ccccc5n4)C3)cc2o1)C1CCCC1","Preclinic & Market","True"
"N=C(Nc1ccc(C2CCC(C(=O)C3CCc4ccccc4O3)CC2)cc1)c1cccs1","Preclinic & Market","True"
"O=C([C@H]1CC[C@H](NCc2ccccc2)CC1)N1CCC(c2ccccc2)(c2nnco2)CC1","Preclinic & Market","True"
"O=C(N[C@H]1CC[C@H](Nc2ncnc3ccc(-c4ccccc4)cc23)CC1)[C@H]1CCCNC1","Preclinic & Market","True"
"O=S(=O)(c1ccccc1)n1cc(CNC2CCCC(Nc3ccc4ccccc4n3)C2)c2ccccc21","Preclinic & Market","True"
"O=C1c2ccccc2C(=O)N1[C@H]1CC[C@@H](c2nc3c(Nc4ccccc4)nc4ccccc4c3[nH]2)CC1","Preclinic & Market","True"
"O=C1C=C2CC[C@@H]3[C@H](CCC4[C@@H](C(=O)NC[C@H]5CC[C@H](Cn6cnc7cncnc76)CC5)CC[C@H]43)C2CC1","Preclinic & Market","True"
"O=C(N[C@H]1CC[C@H](n2cccn2)CC1)c1cn(CC(=O)N2CCNCC2)c2ccccc12","Preclinic & Market","True"
"O=C([C@H]1CC[C@@H](NC2(c3ccccc3)CCC2)C[C@@H]1c1ccsc1)N1CCN(c2nc3ccccc3s2)CC1","Preclinic & Market","True"
"O=C(c1cc2cc(OCc3ccccc3)ccc2[nH]1)N(C/C=C/c1ccccc1)C1CCC(CC2CCCCC2)CC1","Preclinic & Market","True"
"O=C(Cc1ccccc1)N[C@]1(c2ccccc2)CC[C@@H](N2CCN(c3ccccc3)C(=O)C2)CC1","Preclinic & Market","True"
"c1csc(C2(C[C@H]3CCCCN3)SCCCS2)c1","Preclinic & Market","True"
"c1cncc(C2(Cc3cc4ccccc4[nH]3)SCCCS2)c1","Preclinic & Market","True"
"C(=NNc1ccccc1)C1SCCCS1","Preclinic & Market","True"
"O=c1cc(-c2ccc(-c3ccsc3)cc2)sc(N2CCOCC2)c1","Preclinic & Market","True"
"c1ccc(C2CC[C@@H](N3Cc4ncoc4C3)CS2)cc1","Preclinic & Market","True"
"c1ccc(NCCC2(c3ccccc3)CCSCC2)cc1","Preclinic & Market","True"
"C(=N/N=C1\C[C@@H](c2ccccc2)S[C@@H](c2ccccc2)C1)\c1ccccc1","Preclinic & Market","True"
"c1ccc(CON=C2C[C@@H](c3ccccc3)S[C@H](c3ccccc3)C2)cc1","Preclinic & Market","True"
"O=C1N[C@@H](Cc2cccc(C[C@H]3C[C@@H](NCc4ccccc4)CS(=O)(=O)C3)c2)CO1","Preclinic & Market","True"
"c1ccc(-c2cc[s+]c(-c3ccccc3)c2)cc1","Preclinic & Market","True"
"C1=C(c2ccccc2)OCO/C1=C/C=N/c1ccccc1","Preclinic & Market","True"
"c1ncc([C@@H]2CCOCO2)cn1","Preclinic & Market","True"
"c1ccc2cc(C3(Cn4ccnc4)OCCCO3)ccc2c1","Preclinic & Market","True"
"C1=CC(c2cccc3ccccc23)C=CO1","Preclinic & Market","True"
"O=c1c(CN2CCCC2)cocc1CN1CCSCC1","Preclinic & Market","True"
"O=c1ccocc1","Preclinic & Market","True"
"C1=C[C@H](c2ccccc2)C(n2nnc3ccccc32)=CO1","Preclinic & Market","True"
"O=c1ccoc([C@@H](Nc2nccs2)c2ccccc2)c1","Preclinic & Market","True"
"O=c1ccoc(-c2ccccc2)c1Oc1ccccc1","Preclinic & Market","True"
"O=c1ccoc(C2CCCCC2)c1[SH]1C=CC=C1","Preclinic & Market","True"
"O=c1cc(-c2ccccc2)occ1[C@@H](Sc1ccccc1)C1CCCCC1","Preclinic & Market","True"
"O=c1cc(-c2cccc3c2Sc2ccccc2S3)oc(N2CCOCC2)c1","Preclinic & Market","True"
"N=c1ccc(C(=O)c2ccccc2)co1","Preclinic & Market","True"
"O=C(NC1CC1)C1=C[C@H](c2c[nH]c3ccccc23)CCO1","Preclinic & Market","True"
"O=C1C[C@@](CC2CCCC2)(c2ccccc2)OC=C1SCc1ccccc1","Preclinic & Market","True"
"O=C1CC(Cc2ccccc2)(c2ccccc2)OC=C1Cc1ccccc1","Preclinic & Market","True"
"O=C(C1=C[C@H](c2ccc3c(c2)OCO3)CCO1)N1CCNCC1","Preclinic & Market","True"
"O=C1C(CN2CCCCC2)=CCOC1c1ccccc1","Preclinic & Market","True"
"O=S(=O)(C1=C[C@@H](S(=O)(=O)c2ccccc2)COC1)c1ccccc1","Preclinic & Market","True"
"C=C1COC(C(=O)NCc2ccccc2)C=C1C=C1CCCCC1","Preclinic & Market","True"
"c1ccc(C[C@@H]2CC[C@@H](c3ccccc3)OC2)cc1","Preclinic & Market","True"
"C(=C/[C@H]1CCC[C@@H](c2ccccc2)O1)\c1ccccc1","Preclinic & Market","True"
"O=C1CCOCC1C1C(=O)Nc2ccccc21","Preclinic & Market","True"
"c1ccc(C(c2ccccc2)[C@@H]2CC[C@H](NCc3ccc4occc4c3)CO2)cc1","Preclinic & Market","True"
"O=C(NCCCc1ccncc1)N(CCC1CCCCC1)CCC1CCOCC1","Preclinic & Market","True"
"C(#Cc1c(-c2ccccc2)oc2ccccc12)CO[C@H]1CC[C@H](NCc2ccccn2)CO1","Preclinic & Market","True"
"O=c1ccoc(CC2CCC[C@H](Cc3cc(=O)cco3)O2)c1","Preclinic & Market","True"
"O=C(CNC(=O)[C@H]1CCCCN1)N[C@H]1CCO[C@@H](c2nc(C(=O)NCc3ccccc3)cs2)C1","Preclinic & Market","True"
"O=C1CC(c2ccccc2)Oc2c1cccc2[C@@H]1C[C@H](CCc2ccccc2)O[C@H](c2ccccc2)C1","Preclinic & Market","True"
"C(=C(c1ccccc1)c1ccccc1)c1cc(-c2ccccc2)cc(-c2ccccc2)[o+]1","Preclinic & Market","True"
"O=C(Cc1ccncc1)N[C@@H]1BOCCC1","Preclinic & Market","True"
"O=C(Oc1ccccc1)N1C(c2ccccc2)=NN=C(c2ccccc2)N1C(=O)Oc1ccccc1","Preclinic & Market","True"
"O=C(c1ccccc1)N1N=C(c2ccccc2)NN=C1c1ccccc1","Preclinic & Market","True"
"C=C1C=CCO[C@@H]1n1ccc(NC(=O)c2ccccc2)nc1=O","Preclinic & Market","True"
"S=c1nccc[nH]1","Preclinic & Market","True"
"O=c1nc(NC(c2ccccc2)(c2ccccc2)c2ccccc2)cc[nH]1","Preclinic & Market","True"
"O=c1nc(CCc2ccccc2)ccn1-c1ccc2c3c([nH]c2c1)CCCNC3","Preclinic & Market","True"
"O=c1nc(-c2ccc3c(c2)ncn3-c2ccccc2)ccn1CCCN1CCCCC1","Preclinic & Market","True"
"O=C(Nc1c2ccccc2nc2ccccc12)c1cnc(=O)[nH]c1","Preclinic & Market","True"
"O=c1nc(/N=C/N(c2ccccc2)c2ccccc2)ccn1C1CSCO1","Preclinic & Market","True"
"O=C(NCCn1ccc(N2CCC(Nc3ccccn3)CC2)nc1=O)OCc1ccccc1","Preclinic & Market","True"
"C=C1C=NC(=S)N[C@H]1c1ccsc1","Preclinic & Market","True"
"c1ccc(C2=NC(c3ccccc3)NC(c3ccccc3)C2)cc1","Preclinic & Market","True"
"O=c1cc(NNc2ccccc2)[nH]c(=O)[nH]1","Preclinic & Market","True"
"O=c1[nH]cc(S(=O)(=O)N2CCCCC2)c(=O)[nH]1","Preclinic & Market","True"
"O=c1cc[nH]c(=O)[nH]1","Preclinic & Market","True"
"O=C(CNc1cc(=O)[nH]c(=O)[nH]1)N1CCCCC1","Preclinic & Market","True"
"O=C(Nn1ccc(=O)[nH]c1=O)C12CC3CC(CC(C3)C1)C2","Preclinic & Market","True"
"O=c1ccn([C@@H]2CCCO2)c(=O)n1Cc1ccccc1","Preclinic & Market","True"
"O=C(C1=CNC(=S)N[C@H]1c1ccccc1)c1ccco1","Preclinic & Market","True"
"O=c1[nH]cc(/N=C/C=C/c2ccccc2)c(=O)[nH]1","Preclinic & Market","True"
"O=C1C=CO/C1=C\Cn1ccc(=O)[nH]c1=O","Preclinic & Market","True"
"O=c1[nH]c(=O)n([C@H]2CCCS2)cc1-c1ccccc1","Preclinic & Market","True"
"O=c1cc(N2CCc3ccccc3C2)[nH]c(=O)n1C1CCCCC1","Preclinic & Market","True"
"N=c1cc(Cn2cncn2)[nH]c(=O)n1-c1ccccc1","Preclinic & Market","True"
"N=C1NC(c2ccccc2)=C[C@H](c2ccco2)N1","Preclinic & Market","True"
"O=C1N[C@@H](c2c[nH]c(=O)[nH]c2=O)NC12CCCCC2","Preclinic & Market","True"
"O=C(N[C@H](C(=O)c1ccccc1)n1ccc(=O)[nH]c1=O)c1ccccc1","Preclinic & Market","True"
"O=c1[nH]c(=O)n(COCCOCc2ccccc2)cc1Nc1ccccc1","Preclinic & Market","True"
"O=c1cc(SC2CCCCC2)n(COCN2CCNCC2)c(=O)[nH]1","Preclinic & Market","True"
"O=C(N[C@@H](Cc1ccsc1)c1cccnc1)c1cc(=O)[nH]c(=O)[nH]1","Preclinic & Market","True"
"O=C1NC=C(c2nc(C3CCCCC3)c[nH]2)[C@H](c2ccccc2)N1","Preclinic & Market","True"
"C1=C(c2ccc3c(c2)OCO3)NCNC1c1ccccc1","Preclinic & Market","True"
"O=c1cc(Nc2ccc3c(c2)CCC3)[nH]c(=O)n1Cc1ccno1","Preclinic & Market","True"
"O=c1[nH]c(Sc2ccccc2)c(Sc2ccccc2)c(=O)[nH]1","Preclinic & Market","True"
"O=C(CSc1ccc2c(c1)OCCO2)c1c[nH]c(=O)[nH]c1=O","Preclinic & Market","True"
"O=C(CN1CCCc2ccccc21)c1cn(Cc2ccccc2)c(=O)[nH]c1=O","Preclinic & Market","True"
"O=C(c1ccccc1)c1c(/C=C/N2CCOCC2)[nH]c(=O)[nH]c1=O","Preclinic & Market","True"
"O=C1CCCC=C1[C@H](c1ccccc1)c1c[nH]c(=O)[nH]c1=O","Preclinic & Market","True"
"O=c1[nH]cc([C@@H]2c3ccccc3Oc3[nH]c(=O)[nH]c(=O)c32)c(=O)[nH]1","Preclinic & Market","True"
"O=c1ccn(Cc2cccc(C3=NCCCN3)c2)c(=O)n1Cc1cccc(C2=NCCCN2)c1","Preclinic & Market","True"
"O=C(C#Cc1cn(Cc2ccc(-c3cnco3)cc2)c(=O)[nH]c1=O)NCc1ccccc1","Preclinic & Market","True"
"O=c1cc(Nc2ccccc2)[nH]c(=O)n1CCCCCN1CC=C(c2ccccc2)CC1","Preclinic & Market","True"
"O=c1[nH]cc(C2=Nc3ccccc3S[C@H](c3ccccc3)C2)c(=O)n1C1CCCCC1","Preclinic & Market","True"
"c1ccn(Nc2ccc(N3CCOCC3)nn2)c1","Preclinic & Market","True"
"c1cc2cc(-c3ccc(N4C[C@@H]5C[C@H]4CN5)nn3)ccc2[nH]1","Preclinic & Market","True"
"O=C1OCCCN1c1ccc(C#Cc2ccccc2)nn1","Preclinic & Market","True"
"c1ccc2c(c1)C[C@@H](Cc1cc(N3CCCC3)cnn1)CCO2","Preclinic & Market","True"
"c1ccc(-c2ccc(N[C@@H]3CCCN3)nn2)cc1","Preclinic & Market","True"
"c1cnnc(N[C@H]2CCOC3(CCCCC3)C2)c1","Preclinic & Market","True"
"c1ccc(-c2ccc(S[C@H]3CCCc4ccccc43)nn2)nc1","Preclinic & Market","True"
"c1ccnnc1","Preclinic & Market","True"
"c1ccc2c(c1)CC[C@H](CNc1ccc(-c3ncc[nH]3)nn1)O2","Preclinic & Market","True"
"O=C(NCCNc1ccc(-n2cccn2)nn1)c1ccccc1","Preclinic & Market","True"
"c1ccc2c(-c3ccc(NCCN4CCOCC4)nn3)cccc2c1","Preclinic & Market","True"
"O=C(NCCN1CCNC1=O)c1ccc(NC2Cc3ccccc3C2)nn1","Preclinic & Market","True"
"c1cc(-c2ccc(N3CC[C@@]4(CCCNC4)C3)nn2)ccc1-c1cn[nH]c1","Preclinic & Market","True"
"c1ccc(COc2ccc(Oc3ncncn3)nn2)cc1","Preclinic & Market","True"
"c1nc(CN2CCC[C@H](Cc3ccc(NC4CCCC4)nn3)C2)c[nH]1","Preclinic & Market","True"
"c1cnc(N2CCN(c3ccc(-c4cc5ccccc5s4)nn3)CC2)nc1","Preclinic & Market","True"
"c1ccc(Cc2ccc(Sc3ccccc3)nn2)cc1","Preclinic & Market","True"
"c1coc(-c2cc(CC3CCCCC3)c(-c3ncco3)nn2)n1","Preclinic & Market","True"
"O=C(CN1CCCC2=C1C(=O)N(C1CC1)C2=O)Nc1ccc(-c2cccnc2)nn1","Preclinic & Market","True"
"O=C(NCCc1ccccc1)c1ccc(N2CCC3(CC2)Oc2ccccc2C3=O)nn1","Preclinic & Market","True"
"c1ccc(CCCNc2cc(-c3ccncc3)c(-c3cccc4ccccc34)nn2)cc1","Preclinic & Market","True"
"O=S(=O)(NC1CC2CC(C2)C1)c1cc(-c2ccccc2)c(-c2ccccc2)nn1","Preclinic & Market","True"
"O=C(Nc1ccnnc1)c1cnncc1C(=O)c1ccnnc1","Preclinic & Market","True"
"O=C1NN=CC1C1C=NN=C(c2c[nH]c3ccccc23)C1","Preclinic & Market","True"
"O=c1c(OCCc2nc3ccccc3[nH]2)cn(CC2CC2)nc1-c1ccnn1-c1ccccc1","Preclinic & Market","True"
"O=c1cc(N2CCCC2)cnn1CCCn1cccn1","Preclinic & Market","True"
"O=C(c1ccn[nH]c1=O)N1CCOC2(CCCC2)C1","Preclinic & Market","True"
"O=C(Cn1ncccc1=O)N(C1=CCCCC1)C1CC1","Preclinic & Market","True"
"O=c1cccnn1-c1ncccn1","Preclinic & Market","True"
"O=c1ccc(N2CCNCC2)nn1CCOc1ccccc1","Preclinic & Market","True"
"N=C(CSc1cn[nH]c(=O)c1)c1ccccc1","Preclinic & Market","True"
"O=c1c(-c2ccccc2)c(-c2ccccc2)cnn1CC1CC1","Preclinic & Market","True"
"O=c1c(Cc2nnco2)ccnn1Cc1cccc2ccccc12","Preclinic & Market","True"
"O=c1cc(-c2ccccc2)c(-c2ccccc2)nn1Cc1ccncc1","Preclinic & Market","True"
"O=C(NCCCc1cccnc1)c1cc(-c2ccncn2)n[nH]c1=O","Preclinic & Market","True"
"O=c1[nH]nc(OC[C@H]2C[C@@H]2c2ccc3c(n2)CCC3)cc1NCc1nccs1","Preclinic & Market","True"
"O=c1[nH]ncc(-c2ccccc2CN2CCCC2)c1Oc1cccnc1","Preclinic & Market","True"
"O=c1cc(NCCN2CCOCC2)cnn1C1CCCCC1","Preclinic & Market","True"
"O=c1c(Oc2ccccc2)ccnn1C1c2ccccc2CCc2ccccc21","Preclinic & Market","True"
"O=c1c(OC2CCCC2)c(N2CCNCC2)cnn1C1CCCCC1","Preclinic & Market","True"
"O=c1cc(N2CCC3(CC2)OCCO3)cnn1C12CC3CC(CC(C3)C1)C2","Preclinic & Market","True"
"c1ccc(Cc2cc(-c3ccccc3)n[nH]/c2=N\N=C(c2ccccc2)c2ccccc2)cc1","Preclinic & Market","True"
"O=C(Cn1nc(C2CCCCC2)cc(Cc2cccnc2)c1=O)NC1Cc2ccccc2C1","Preclinic & Market","True"
"O=c1c(Oc2ccccc2)cc(N2CCCCC2)nn1Cc1cccc2ccccc12","Preclinic & Market","True"
"O=C(CCc1cc(Sc2ccccc2)nn(-c2ccccc2)c1=O)N[C@@H]1CCc2ccccc2NC1=O","Preclinic & Market","True"
"O=C(Nc1cccnc1)C1=NN([C@H]2CCS(=O)(=O)C2)C(=O)CC1","Preclinic & Market","True"
"O=C1CCC(c2ccccc2)=NN1c1nsc2ccccc12","Preclinic & Market","True"
"O=C1CC(=O)c2nc(CCCCN3N=C(c4ccccc4)CCC3=O)[nH]c2N1","Preclinic & Market","True"
"C1=CNNC(c2ccccc2)=C1","Preclinic & Market","True"
"O=c1ccc(=O)n(CCC=NOCCCc2ccccc2)[nH]1","Preclinic & Market","True"
"O=C(CCC1CCCC1)N1CCCCN1C(=O)c1ccoc1","Preclinic & Market","True"
"O=C(Nc1cncc(Oc2cncnc2)n1)c1cscn1","Preclinic & Market","True"
"c1ncc(N2CCCCC2)nc1C1CCNCC1","Preclinic & Market","True"
"O=C(Nc1cnc(-c2ccncc2)c(-c2ccco2)n1)C1CC1","Preclinic & Market","True"
"c1cnc(SC2CN3CCC2C3)cn1","Preclinic & Market","True"
"O=C(NCC1CC1)c1cncc(NCCc2ccccc2)n1","Preclinic & Market","True"
"c1cnccn1","Preclinic & Market","True"
"c1cnc(Nc2cncc([C@H]3CCCNC3)n2)nc1","Preclinic & Market","True"
"c1csc(Nc2nccnc2C2CCNCC2)n1","Preclinic & Market","True"
"c1cnc(CNc2cncc(Nc3nccs3)n2)nc1","Preclinic & Market","True"
"c1ccc(Cc2cncc([C@@H]3CCCN3C3CCOCC3)n2)cc1","Preclinic & Market","True"
"c1cnc(C2CC2)c(OCC2CC2)n1","Preclinic & Market","True"
"c1ccc(Nc2cncc(Sc3ccccc3)n2)cc1","Preclinic & Market","True"
"c1ccc2[nH]c(-c3cncc(NC4CCCCC4)n3)cc2c1","Preclinic & Market","True"
"O=C(c1c[nH]c2ccccc12)[C@H](Nc1ccccc1)c1cnccn1","Preclinic & Market","True"
"c1nc(N2CCCC2)c(N2CCCNCC2)nc1-c1cc2cn[nH]c2cn1","Preclinic & Market","True"
"c1ccc2c(c1)[nH]c1ncc(COc3nccnc3-c3cncnc3)cc12","Preclinic & Market","True"
"O=C(N[C@H]1CCNC1=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1","Preclinic & Market","True"
"O=C(c1cncc(SCc2ccccc2)n1)n1[nH]c(=O)c2ccccc21","Preclinic & Market","True"
"C=C(c1cncc(N[C@@H]2CCNC2)n1)c1cc2c([nH]1)CCNC2=O","Preclinic & Market","True"
"O=C(Nc1cccs1)c1cnc(N2CCC2)c(OCC2CC2)n1","Preclinic & Market","True"
"C1=C(c2cc3c(-c4cncc(OCc5ccccc5)n4)ccnc3[nH]2)CCNC1","Preclinic & Market","True"
"c1cncc(-c2cncc(OCc3ccccc3-n3nccn3)n2)c1","Preclinic & Market","True"
"c1cnc(Nc2ccc(-c3cn[nH]c3)cn2)cn1","Preclinic & Market","True"
"O=C(Nc1ncc(N2CCNCC2)nc1N1CCCCC1)c1ccco1","Preclinic & Market","True"
"O=C(CN(CCCNc1ccnc2ccccc12)C(=O)c1cnccn1)NC1CCCCC1","Preclinic & Market","True"
"C1=N/C(=C\c2c[nH]cn2)C=N[C@H]1Cc1ccccc1","Preclinic & Market","True"
"O=C1C(c2ccccc2)=NCCN1[C@H](c1ccccc1)c1nc2ccccc2[nH]1","Preclinic & Market","True"
"O=c1[nH]c(C2CCCC2)cnc1-n1cccn1","Preclinic & Market","True"
"O=c1c(Nc2cnc3c(c2)COC3)nccn1CC1CC1","Preclinic & Market","True"
"O=C(Cn1ccnc(NCCc2ccccc2)c1=O)NC[C@H]1CN=CNC1","Preclinic & Market","True"
"O=C(C[C@@H]1C(=O)NC=CN1S(=O)(=O)c1ccccc1)NC1CCNc2ccccc21","Preclinic & Market","True"
"O=C1CN(c2nnco2)CCN1CCc1ccccc1","Preclinic & Market","True"
"c1cc2[nH]ncc2cc1N1CCNC[C@@H]1CC1CCOCC1","Preclinic & Market","True"
"c1cnc2ncnc(N3CCNCC3)c2c1","Preclinic & Market","True"
"O=C1CNC(=O)/C(=C\c2c[nH]cn2)N1","Preclinic & Market","True"
"c1cc(CNCCN2CCN(c3ncn[nH]3)CC2)ccn1","Preclinic & Market","True"
"O=C(NC1CC1)[C@@H]1CN(c2ccncn2)CCN1","Preclinic & Market","True"
"O=C(CCc1ccco1)N1CCN(Cc2ccno2)CC1","Preclinic & Market","True"
"O=C(N1CCNCC1)n1nnc2cccnc21","Preclinic & Market","True"
"c1nnc2nnc(N3CCNCC3)nn12","Preclinic & Market","True"
"O=C(c1cnccn1)N1CCN(C/C=C/c2ccccc2)CC1","Preclinic & Market","True"
"c1cnc(N2CCN(CCc3ccc4nc[nH]c4c3)CC2)nc1","Preclinic & Market","True"
"O=C(/C=C/c1cccs1)NC(=S)N1CCNCC1","Preclinic & Market","True"
"c1ccc(CCN2CCN(c3ccc4nncn4n3)CC2)nc1","Preclinic & Market","True"
"B1O[C@@H](CN2CCNCC2)c2ccccc21","Preclinic & Market","True"
"c1cncc(OC[C@H]2CNCCN2c2nc3ncccc3o2)c1","Preclinic & Market","True"
"O=C(c1cccnc1-n1cccn1)N1CCN(CC2CC2)CC1","Preclinic & Market","True"
"O=C1C[C@@H](CN2CCN(c3ccccn3)CC2)Cc2occc21","Preclinic & Market","True"
"C(=C\c1ccco1)\C=N\N1CCN(c2ccccc2)CC1","Preclinic & Market","True"
"O=C(c1ccc(=O)[nH]c1)N1CCN(Cc2ccccn2)CC1","Preclinic & Market","True"
"C(=N/N1CCN(Cc2ccccc2)CC1)\c1ccc[nH]1","Preclinic & Market","True"
"O=C(CCNc1ncccn1)N1CCN(c2nccs2)CC1","Preclinic & Market","True"
"C1=CC2C(CN3CCN(c4ccccc4)CC3)C=NN2C=C1","Preclinic & Market","True"
"O=C(CCn1cncn1)N1CCN(Cc2cnoc2)CC1","Preclinic & Market","True"
"O=C1CN(CCN2CCCC2)C(=O)CN1CCCn1ccnc1","Preclinic & Market","True"
"c1cc2ccc(N3CCN(C4CCOCC4)CC3)nc2[nH]1","Preclinic & Market","True"
"O=C1NCCN(C(=O)CCN2CCCO2)[C@H]1c1ccccc1","Preclinic & Market","True"
"O=C1CN(C(=O)[C@H]2CCOC2)CCN1Cc1ccccc1","Preclinic & Market","True"
"O=C(C[C@@H]1NCCNC1=O)NCc1nc[nH]n1","Preclinic & Market","True"
"C1CN(Cc2nnn[nH]2)CCN1","Preclinic & Market","True"
"c1ccc(OCCN2CCN(c3cccc4ccoc34)CC2)cc1","Preclinic & Market","True"
"C1CCc2sc(CN3CCNCC3)nc2C1","Preclinic & Market","True"
"c1ccc(N2CCN(c3ccnc4nnnn34)CC2)cc1","Preclinic & Market","True"
"O=C1NC(=O)[C@H](Cc2ccccc2)NC1=Cc1ccccc1","Preclinic & Market","True"
"O=C(c1cnns1)N1CCN(CCC2CC2)CC1","Preclinic & Market","True"
"c1ccc2c(N3CCN(c4ccncn4)CC3)noc2c1","Preclinic & Market","True"
"c1cnc(N2CCN(c3cn[nH]c3)CC2)c(-c2ncno2)c1","Preclinic & Market","True"
"O=c1[nH]/c(=C\c2ccco2)c(=O)[nH]/c1=C\c1c[nH]cn1","Preclinic & Market","True"
"O=c1cc(CN2CCNCC2)nc2sccn12","Preclinic & Market","True"
"c1cc(CN2CCN(Cc3ncco3)CC2)ccn1","Preclinic & Market","True"
"c1cnc(N2CCN(CCCc3ccn[nH]3)CC2)cn1","Preclinic & Market","True"
"O=C([C@@H]1CCCO1)N1CCN(c2ncnc3cn[nH]c23)CC1","Preclinic & Market","True"
"O=C(N1CCOCC1)N1CCN(c2ccnc3ccsc23)CC1","Preclinic & Market","True"
"O=C1CC[C@H](C(=O)N2CCN(CCn3cccc3)CC2)CN1","Preclinic & Market","True"
"O=C([C@@H]1CCCc2[nH]ncc21)N1CCNCC1","Preclinic & Market","True"
"c1ccc(C2=NC[C@H](N3CCN(c4ccccc4)CC3)CCN2)cc1","Preclinic & Market","True"
"O=C(N1CCCCC1)N1CCN(Cc2nnco2)CC1","Preclinic & Market","True"
"C(=N\c1ccccc1)\N1CCNCC1","Preclinic & Market","True"
"O=c1c(N2CCN(c3ccccc3)CC2)csc2ccccc12","Preclinic & Market","True"
"O=C1CCCc2nc(N3CCN(Cc4ccccc4)CC3)ncc21","Preclinic & Market","True"
"c1ccc2c(c1)CC[C@@H]2N1CCN(c2cccc3c2OCCO3)CC1","Preclinic & Market","True"
"c1ccc2sc(N3CCN(c4ncnc5c4CCC5)CC3)nc2c1","Preclinic & Market","True"
"O=C(c1cc2ccccc2[nH]1)N1CC(=O)N(Cc2ccco2)C(=O)C1","Preclinic & Market","True"
"O=C1NCCN(c2nc3[nH]ncc3s2)[C@H]1Cc1ccccc1","Preclinic & Market","True"
"O=C(CC1CCCC1)N1CCN(c2ccc(-n3cncn3)nn2)CC1","Preclinic & Market","True"
"O=C(CCN1CCN(c2ccccn2)CC1)NCc1ccc[nH]1","Preclinic & Market","True"
"O=C1C(N2CCN(c3ncccn3)CC2)=Cc2cccc3cccc1c23","Preclinic & Market","True"
"O=C(NCCn1cnnc1)N1CCN(Cc2ccccc2)CC1","Preclinic & Market","True"
"O=C1NC(C2N=CCCS2)C(=O)NC1c1ccccc1","Preclinic & Market","True"
"O=C(c1cccc2cccnc12)N1CCNC[C@H]1c1ccccc1","Preclinic & Market","True"
"c1ccc(CN2CCN(c3nc4ccsc4n4cccc34)CC2)cc1","Preclinic & Market","True"
"O=C(NCCCN1CCN(c2ncccn2)CC1)NC[C@H]1CCOC1","Preclinic & Market","True"
"O=C(CN1CCN(c2ncns2)CC1)NCc1ccccc1","Preclinic & Market","True"
"O=C(NCCc1ncno1)N1CCN(c2cccs2)CC1","Preclinic & Market","True"
"c1ccc(N2CCN(c3c4c(nc5nncn35)CCC4)CC2)cc1","Preclinic & Market","True"
"C(=N/N1CCN(C2c3ccccc3-c3ccccc32)CC1)\c1ccccn1","Preclinic & Market","True"
"c1cc(N2CCN(Cc3ncc[nH]3)CC2)cc([C@@H]2CCCN2)n1","Preclinic & Market","True"
"c1ccc(N2CCN(CCC[C@H]3CNc4ccccc4O3)CC2)cc1","Preclinic & Market","True"
"O=C([C@@H]1CCc2nncn21)N1CCN(c2ncccn2)CC1","Preclinic & Market","True"
"O=C(c1ccno1)N1CCN(c2ncc3c(n2)CCOC3)CC1","Preclinic & Market","True"
"O=C(c1ccco1)N1CCN(c2ncnc3c2[nH]c2ccccc23)CC1","Preclinic & Market","True"
"O=C1NCCCC1CN1CCN(c2ccncc2)CC1","Preclinic & Market","True"
"c1ccc2c(c1)N=C(N1CCNCC1)c1cscc1O2","Preclinic & Market","True"
"O=C1NC[C@H](CC2CCCCC2)N(CCc2cccc3ccccc23)C1=O","Preclinic & Market","True"
"O=C1[C@@H]2CCCN2C(=O)N1CN1CCN(c2cccc3ccccc23)CC1","Preclinic & Market","True"
"O=C(Nc1nccnn1)N1CCN(c2nc(-c3ccccc3)ns2)CC1","Preclinic & Market","True"
"O=C(CCCC1=CCc2ccccc21)N1CCNCC1","Preclinic & Market","True"
"O=C1c2ccoc2CC[C@@H]1CCN1CCN(C(=O)c2ccccc2)CC1","Preclinic & Market","True"
"c1ccc(C(c2ccccc2)N2CCN(c3nncc4cncn34)CC2)cc1","Preclinic & Market","True"
"O=c1ccoc2cc(NN=CN3CCNCC3)ccc12","Preclinic & Market","True"
"O=C1CC2(CCCC2)CC(=O)N1OCCN1CCN(c2ncccn2)CC1","Preclinic & Market","True"
"O=c1[nH]c2ccccc2c(-c2ccccc2)c1N1CCNCC1","Preclinic & Market","True"
"O=c1[nH]nc2c(S(=O)(=O)N3CCN(c4ccccc4)CC3)cccn12","Preclinic & Market","True"
"O=C(Nc1cccc2ncsc12)N1CCN(c2cccc3[nH]ccc23)CC1","Preclinic & Market","True"
